"student_id","district"
914838,"Wilsonville"
934845,"Sherwood"
903671,"Lake Oswego"
912653,"Ridgefield"
950562,"Beaverton"
952753,"Beaverton"
959521,"Sherwood"
940940,"Sherwood"
950489,"Wilsonville"
929226,"Wilsonville"
928324,"Sherwood"
909625,"Ridgefield"
903912,"St. Paul"
959782,"Ridgefield"
902483,"Beaverton"
922082,"Camas"
933984,"Sherwood"
957569,"St. Paul"
907698,"Beaverton"
955134,"Wilsonville"
901025,"Wilsonville"
919543,"Lake Oswego"
906372,"St. Paul"
924012,"St. Paul"
939041,"Beaverton"
952845,"Wilsonville"
924467,"Riverdale"
925082,"Ridgefield"
903367,"Wilsonville"
931088,"Sherwood"
933002,"St. Paul"
925963,"Lake Oswego"
938323,"Sherwood"
909088,"St. Paul"
948537,"Ridgefield"
903107,"Beaverton"
941170,"Wilsonville"
959897,"Ridgefield"
948738,"Beaverton"
936651,"Lake Oswego"
942692,"Beaverton"
940518,"Beaverton"
901582,"Camas"
932894,"St. Paul"
925182,"St. Paul"
945591,"Sherwood"
951956,"Beaverton"
959983,"Camas"
906773,"Sherwood"
959369,"Wilsonville"
951218,"Sherwood"
952496,"Ridgefield"
903836,"Sherwood"
936779,"Ridgefield"
933573,"St. Paul"
917111,"Camas"
943603,"Sherwood"
929443,"Beaverton"
901113,"Lake Oswego"
917764,"Riverdale"
910319,"Sherwood"
947725,"Sherwood"
945130,"Beaverton"
903874,"Lake Oswego"
930966,"Camas"
952963,"Camas"
958301,"Riverdale"
944558,"Riverdale"
921890,"Beaverton"
941203,"Ridgefield"
919408,"Beaverton"
954714,"Ridgefield"
950745,"Beaverton"
925186,"Sherwood"
947423,"Camas"
916313,"Sherwood"
921103,"Riverdale"
915467,"St. Paul"
945784,"Sherwood"
933711,"Wilsonville"
923559,"Sherwood"
920443,"Sherwood"
924090,"Beaverton"
951366,"Ridgefield"
945843,"Ridgefield"
929380,"Sherwood"
929864,"Beaverton"
906862,"Wilsonville"
954198,"Beaverton"
951158,"Riverdale"
911518,"Riverdale"
954546,"Sherwood"
902969,"Wilsonville"
900914,"Sherwood"
916373,"Sherwood"
910655,"Riverdale"
957230,"Beaverton"
952332,"Sherwood"
904615,"Beaverton"
905797,"St. Paul"
923702,"Sherwood"
901072,"Riverdale"
918912,"Sherwood"
926862,"Beaverton"
921638,"Beaverton"
907969,"Beaverton"
907852,"Lake Oswego"
955937,"Camas"
905923,"St. Paul"
945805,"Wilsonville"
941223,"Sherwood"
911182,"Sherwood"
955314,"St. Paul"
909784,"Sherwood"
928127,"Beaverton"
949706,"Sherwood"
924820,"Ridgefield"
935754,"Beaverton"
926408,"Beaverton"
941440,"Sherwood"
930812,"Lake Oswego"
905734,"Ridgefield"
925844,"Lake Oswego"
901067,"Ridgefield"
932174,"Sherwood"
950644,"Riverdale"
958889,"Ridgefield"
933184,"Sherwood"
930177,"Wilsonville"
916632,"Wilsonville"
954792,"St. Paul"
953972,"Wilsonville"
923624,"Camas"
945066,"Beaverton"
905641,"Lake Oswego"
932478,"Wilsonville"
936120,"Sherwood"
958962,"Beaverton"
924469,"St. Paul"
910103,"Lake Oswego"
936486,"St. Paul"
945649,"Riverdale"
958485,"Camas"
946653,"Beaverton"
958161,"Lake Oswego"
915146,"Beaverton"
915970,"Riverdale"
926758,"Sherwood"
942104,"Lake Oswego"
954883,"Lake Oswego"
936703,"Camas"
936694,"St. Paul"
929053,"Beaverton"
921168,"Camas"
936452,"Wilsonville"
930865,"Beaverton"
939036,"Beaverton"
941293,"Beaverton"
904893,"Sherwood"
940492,"St. Paul"
921165,"Lake Oswego"
925585,"Sherwood"
925486,"Riverdale"
931960,"St. Paul"
935879,"Beaverton"
936796,"St. Paul"
952734,"Wilsonville"
902262,"Ridgefield"
914588,"Sherwood"
927226,"Beaverton"
946133,"Wilsonville"
934792,"Sherwood"
929568,"Camas"
905038,"Sherwood"
903595,"St. Paul"
936175,"Sherwood"
949942,"Sherwood"
913190,"Beaverton"
914438,"Sherwood"
931451,"Ridgefield"
928534,"Beaverton"
950441,"Camas"
934027,"Ridgefield"
952288,"Wilsonville"
946896,"Ridgefield"
956629,"Wilsonville"
916987,"Beaverton"
902599,"Beaverton"
942617,"Beaverton"
937252,"Sherwood"
920386,"Wilsonville"
916982,"Sherwood"
908133,"Wilsonville"
916678,"Wilsonville"
958179,"Sherwood"
932147,"Camas"
921307,"Camas"
959433,"Camas"
909030,"Beaverton"
946113,"St. Paul"
942153,"Camas"
959817,"Wilsonville"
945480,"Beaverton"
903119,"St. Paul"
925682,"Beaverton"
932426,"St. Paul"
940308,"St. Paul"
918618,"Beaverton"
938003,"St. Paul"
936806,"St. Paul"
932257,"Wilsonville"
917977,"Sherwood"
944369,"Riverdale"
950781,"Lake Oswego"
940579,"Beaverton"
903512,"Wilsonville"
932505,"St. Paul"
937835,"Beaverton"
927013,"Lake Oswego"
960217,"Beaverton"
914213,"Wilsonville"
910296,"Camas"
901432,"Lake Oswego"
926851,"Ridgefield"
952171,"Wilsonville"
909690,"Wilsonville"
959513,"Riverdale"
933751,"Lake Oswego"
931726,"Camas"
917116,"Camas"
944471,"St. Paul"
940842,"Riverdale"
928071,"Riverdale"
930117,"Wilsonville"
914343,"St. Paul"
937177,"Lake Oswego"
918879,"St. Paul"
912218,"Ridgefield"
926191,"Beaverton"
936000,"Sherwood"
929161,"Wilsonville"
960306,"Beaverton"
943190,"St. Paul"
908464,"Lake Oswego"
929172,"Camas"
912912,"Ridgefield"
923138,"St. Paul"
920748,"Sherwood"
923292,"Sherwood"
937221,"Sherwood"
954003,"Lake Oswego"
909544,"Sherwood"
921353,"Sherwood"
915969,"Camas"
926500,"Beaverton"
947404,"St. Paul"
940263,"St. Paul"
926653,"Camas"
916332,"Camas"
939956,"Sherwood"
927225,"St. Paul"
900921,"Ridgefield"
936589,"Lake Oswego"
958008,"Sherwood"
930506,"Riverdale"
921204,"St. Paul"
909007,"Beaverton"
935047,"Sherwood"
947459,"Sherwood"
951071,"Camas"
946728,"Sherwood"
947995,"Ridgefield"
900953,"Camas"
945502,"Lake Oswego"
945708,"Beaverton"
937667,"St. Paul"
904631,"Lake Oswego"
921837,"Beaverton"
925649,"Wilsonville"
933924,"Wilsonville"
909608,"Lake Oswego"
934198,"Beaverton"
953950,"Sherwood"
922871,"Wilsonville"
952696,"Ridgefield"
915380,"Wilsonville"
915674,"St. Paul"
929769,"Camas"
946000,"Lake Oswego"
947696,"Sherwood"
957864,"St. Paul"
942826,"Sherwood"
910478,"Ridgefield"
953077,"Sherwood"
925854,"Wilsonville"
900951,"Wilsonville"
954823,"Camas"
944699,"Ridgefield"
946141,"Camas"
959211,"Sherwood"
901410,"Lake Oswego"
957932,"Riverdale"
954638,"Beaverton"
911730,"Sherwood"
949877,"Lake Oswego"
959813,"Beaverton"
908880,"Ridgefield"
936858,"Wilsonville"
916231,"Wilsonville"
943484,"Lake Oswego"
948469,"Lake Oswego"
916053,"Wilsonville"
919600,"Ridgefield"
943524,"Ridgefield"
912419,"Ridgefield"
954686,"Beaverton"
948614,"Sherwood"
954344,"Lake Oswego"
958676,"Ridgefield"
921628,"Camas"
949062,"Sherwood"
952326,"St. Paul"
952681,"Wilsonville"
940354,"Riverdale"
941226,"Lake Oswego"
925879,"Wilsonville"
929959,"Sherwood"
937186,"Camas"
931767,"Wilsonville"
921931,"Sherwood"
905160,"Ridgefield"
921349,"Camas"
953084,"Ridgefield"
933274,"Lake Oswego"
927386,"Ridgefield"
901141,"Wilsonville"
931322,"Ridgefield"
907891,"Wilsonville"
938027,"Sherwood"
927061,"Beaverton"
945314,"Lake Oswego"
959995,"Sherwood"
938583,"Ridgefield"
959900,"Sherwood"
955966,"Ridgefield"
930930,"Sherwood"
945555,"Wilsonville"
939904,"Ridgefield"
947813,"Lake Oswego"
953157,"Lake Oswego"
915079,"Camas"
946821,"St. Paul"
931300,"Lake Oswego"
929898,"Lake Oswego"
953166,"Wilsonville"
950101,"St. Paul"
929927,"Lake Oswego"
958804,"Ridgefield"
925973,"Riverdale"
935750,"Lake Oswego"
910574,"Riverdale"
942459,"Sherwood"
933936,"Sherwood"
900338,"Wilsonville"
918411,"Wilsonville"
924034,"Riverdale"
904030,"Beaverton"
924231,"Sherwood"
915598,"St. Paul"
917157,"Ridgefield"
924267,"Sherwood"
948733,"Wilsonville"
932763,"Beaverton"
954797,"Sherwood"
954480,"Camas"
951129,"St. Paul"
917678,"Sherwood"
950867,"Beaverton"
957725,"Camas"
958852,"Sherwood"
947330,"Wilsonville"
902366,"Ridgefield"
932507,"Wilsonville"
939932,"Wilsonville"
949108,"Lake Oswego"
960158,"Lake Oswego"
902825,"Camas"
940347,"Beaverton"
951364,"Sherwood"
958681,"St. Paul"
943223,"Sherwood"
923357,"Wilsonville"
944128,"Ridgefield"
910932,"Riverdale"
944556,"Ridgefield"
911134,"Wilsonville"
944876,"Beaverton"
911390,"Beaverton"
934347,"Riverdale"
957309,"Beaverton"
938324,"Camas"
920846,"Ridgefield"
956181,"Ridgefield"
931946,"St. Paul"
901681,"Ridgefield"
922078,"Wilsonville"
960454,"St. Paul"
910514,"Beaverton"
917424,"Sherwood"
949934,"St. Paul"
932462,"Beaverton"
928400,"Beaverton"
916836,"Sherwood"
936558,"Lake Oswego"
917056,"Lake Oswego"
955251,"Beaverton"
902053,"St. Paul"
954331,"Camas"
904572,"Lake Oswego"
900880,"Sherwood"
903469,"Wilsonville"
915804,"St. Paul"
905557,"Wilsonville"
913571,"Riverdale"
924366,"Sherwood"
902378,"Beaverton"
950699,"Beaverton"
941468,"Wilsonville"
941016,"Sherwood"
954810,"Wilsonville"
934672,"St. Paul"
953715,"Camas"
926360,"Wilsonville"
914822,"Lake Oswego"
952572,"Lake Oswego"
952652,"St. Paul"
945506,"Wilsonville"
951441,"Wilsonville"
952704,"Camas"
948066,"Wilsonville"
955112,"Camas"
939326,"Sherwood"
917156,"St. Paul"
958097,"Wilsonville"
915398,"St. Paul"
907776,"Beaverton"
909102,"Camas"
945648,"St. Paul"
957289,"Sherwood"
932841,"Camas"
914581,"Beaverton"
949969,"Riverdale"
908226,"St. Paul"
917232,"Lake Oswego"
945925,"Wilsonville"
931563,"Ridgefield"
903904,"Beaverton"
914940,"Ridgefield"
913913,"Ridgefield"
914674,"Camas"
931181,"Camas"
916846,"Beaverton"
936636,"Camas"
908111,"Lake Oswego"
933419,"St. Paul"
946877,"Wilsonville"
915165,"Beaverton"
943830,"Sherwood"
950019,"Lake Oswego"
929721,"Beaverton"
901349,"Sherwood"
911380,"Beaverton"
957656,"Sherwood"
927505,"Wilsonville"
927757,"Wilsonville"
947260,"Ridgefield"
912392,"St. Paul"
955712,"Sherwood"
903431,"Lake Oswego"
941519,"Wilsonville"
941151,"Beaverton"
902514,"Riverdale"
935996,"Wilsonville"
945824,"St. Paul"
936245,"Ridgefield"
921280,"Lake Oswego"
921311,"Ridgefield"
919477,"Beaverton"
914610,"Beaverton"
925949,"St. Paul"
902967,"Ridgefield"
930555,"Wilsonville"
941182,"St. Paul"
903378,"Camas"
908238,"Camas"
923670,"Lake Oswego"
924075,"Camas"
920956,"Riverdale"
951504,"Beaverton"
907501,"Beaverton"
955775,"Ridgefield"
920316,"Wilsonville"
904832,"Ridgefield"
900158,"Beaverton"
948659,"Lake Oswego"
902509,"Lake Oswego"
936458,"Lake Oswego"
935337,"Sherwood"
901109,"Sherwood"
924022,"Sherwood"
913537,"Sherwood"
949972,"Sherwood"
935252,"Sherwood"
954699,"Camas"
930022,"Sherwood"
929889,"St. Paul"
913477,"Camas"
941930,"Lake Oswego"
938951,"Riverdale"
928814,"Ridgefield"
959450,"Beaverton"
952433,"Wilsonville"
901053,"Wilsonville"
912389,"Beaverton"
916037,"Riverdale"
942729,"Ridgefield"
947278,"Lake Oswego"
922127,"Sherwood"
912548,"Wilsonville"
935726,"Wilsonville"
936731,"Sherwood"
910292,"Riverdale"
928436,"Sherwood"
944352,"Beaverton"
909839,"Riverdale"
912840,"Beaverton"
933825,"Wilsonville"
955032,"Lake Oswego"
910217,"Lake Oswego"
929714,"Riverdale"
910606,"Camas"
905757,"Sherwood"
947511,"Beaverton"
902694,"Beaverton"
925564,"Riverdale"
921715,"Wilsonville"
953150,"Sherwood"
942486,"Beaverton"
913611,"Ridgefield"
936061,"Beaverton"
932007,"Riverdale"
941898,"Wilsonville"
918753,"Wilsonville"
937975,"Beaverton"
952315,"Beaverton"
930666,"Wilsonville"
926279,"Camas"
951322,"Sherwood"
929324,"Camas"
902037,"Lake Oswego"
933493,"Wilsonville"
920985,"Wilsonville"
949720,"Beaverton"
917318,"Wilsonville"
925967,"Ridgefield"
909696,"Beaverton"
934116,"Beaverton"
922763,"Ridgefield"
931157,"Wilsonville"
943071,"Sherwood"
926869,"Beaverton"
946693,"Sherwood"
921580,"Beaverton"
902399,"Lake Oswego"
944924,"Camas"
932451,"Beaverton"
900543,"St. Paul"
909710,"Beaverton"
900550,"Sherwood"
935670,"St. Paul"
949783,"Sherwood"
900837,"Wilsonville"
927771,"Ridgefield"
951808,"St. Paul"
957374,"Lake Oswego"
931226,"Sherwood"
904346,"Camas"
936841,"Beaverton"
960019,"Beaverton"
924048,"Beaverton"
948941,"Beaverton"
941895,"Camas"
951234,"Camas"
939392,"Lake Oswego"
946679,"Riverdale"
955580,"Wilsonville"
925257,"Lake Oswego"
906837,"Ridgefield"
923362,"Ridgefield"
928876,"Beaverton"
906233,"Camas"
945943,"St. Paul"
916858,"Sherwood"
944222,"Wilsonville"
903486,"St. Paul"
909225,"Sherwood"
908027,"Ridgefield"
960208,"Wilsonville"
953607,"Ridgefield"
959150,"Wilsonville"
933943,"Beaverton"
939619,"Lake Oswego"
900470,"Ridgefield"
918734,"St. Paul"
910448,"Wilsonville"
949094,"Lake Oswego"
920226,"Sherwood"
929504,"Wilsonville"
955664,"Sherwood"
941001,"Sherwood"
907647,"Wilsonville"
918304,"Sherwood"
909629,"Riverdale"
919182,"Camas"
946618,"Beaverton"
950511,"Ridgefield"
940801,"Sherwood"
958306,"Wilsonville"
911569,"Camas"
933912,"Sherwood"
935986,"St. Paul"
937622,"Wilsonville"
929220,"St. Paul"
901620,"Beaverton"
923685,"Beaverton"
923845,"Riverdale"
936912,"Sherwood"
914289,"Sherwood"
926370,"Wilsonville"
941620,"Beaverton"
931159,"Wilsonville"
907624,"Beaverton"
947040,"Ridgefield"
911195,"Ridgefield"
917236,"Beaverton"
914115,"Riverdale"
915103,"Sherwood"
921725,"Riverdale"
950348,"Ridgefield"
909570,"Sherwood"
935709,"St. Paul"
941053,"Beaverton"
929700,"Camas"
952383,"Beaverton"
935281,"St. Paul"
917512,"Sherwood"
912740,"Lake Oswego"
903100,"Wilsonville"
902933,"Camas"
904699,"Beaverton"
948701,"Wilsonville"
908654,"Lake Oswego"
928354,"Camas"
920463,"St. Paul"
914271,"Sherwood"
916382,"St. Paul"
949564,"Wilsonville"
937255,"Ridgefield"
928867,"Riverdale"
935035,"St. Paul"
946261,"St. Paul"
906124,"Lake Oswego"
917451,"St. Paul"
933610,"Beaverton"
943576,"Wilsonville"
901539,"Camas"
958375,"Lake Oswego"
912112,"Ridgefield"
937902,"Camas"
933950,"Ridgefield"
906741,"Lake Oswego"
944006,"Beaverton"
908402,"Camas"
919196,"Lake Oswego"
910648,"St. Paul"
938620,"Lake Oswego"
953637,"Riverdale"
954555,"Beaverton"
934733,"Lake Oswego"
932674,"Wilsonville"
941238,"St. Paul"
900212,"Wilsonville"
932519,"Lake Oswego"
907538,"Wilsonville"
933627,"Wilsonville"
951684,"Wilsonville"
927934,"Lake Oswego"
939959,"Lake Oswego"
958209,"Wilsonville"
904792,"Beaverton"
945089,"Beaverton"
944734,"Beaverton"
901668,"Camas"
955327,"St. Paul"
900278,"Riverdale"
910977,"St. Paul"
936752,"Wilsonville"
902841,"Wilsonville"
905110,"Camas"
953647,"Beaverton"
930831,"Camas"
952888,"Wilsonville"
953133,"Ridgefield"
920980,"Sherwood"
930369,"Camas"
918538,"Lake Oswego"
947258,"St. Paul"
923169,"Beaverton"
935087,"Camas"
914527,"Lake Oswego"
926310,"Sherwood"
949864,"Sherwood"
925072,"Beaverton"
903798,"Lake Oswego"
929550,"Riverdale"
906156,"Lake Oswego"
920715,"Riverdale"
920225,"Wilsonville"
928088,"Sherwood"
949610,"St. Paul"
926785,"Ridgefield"
960317,"Lake Oswego"
932879,"Beaverton"
928376,"Camas"
944821,"Sherwood"
910293,"Sherwood"
903438,"St. Paul"
902067,"Sherwood"
903205,"Camas"
916179,"Ridgefield"
931760,"Sherwood"
924236,"Camas"
938363,"Ridgefield"
922862,"Sherwood"
925174,"Sherwood"
931939,"Ridgefield"
928664,"Camas"
926449,"Riverdale"
946971,"Beaverton"
948444,"Ridgefield"
958269,"Lake Oswego"
936023,"Riverdale"
951302,"St. Paul"
911883,"Beaverton"
954920,"Camas"
956081,"Beaverton"
953783,"Beaverton"
957047,"Lake Oswego"
914088,"Beaverton"
943457,"Beaverton"
953186,"Sherwood"
945241,"St. Paul"
940997,"Ridgefield"
918918,"Camas"
902741,"Riverdale"
926780,"Sherwood"
933406,"Beaverton"
958754,"Sherwood"
951313,"Beaverton"
944665,"Wilsonville"
931285,"Camas"
910938,"Lake Oswego"
956265,"Ridgefield"
948271,"St. Paul"
954827,"St. Paul"
936594,"Ridgefield"
948872,"Wilsonville"
935080,"Ridgefield"
915771,"Ridgefield"
917286,"Riverdale"
956616,"Ridgefield"
926270,"Camas"
925855,"Ridgefield"
927495,"Lake Oswego"
949809,"St. Paul"
919567,"Sherwood"
953962,"Sherwood"
905836,"Wilsonville"
931962,"Beaverton"
959811,"Lake Oswego"
910859,"St. Paul"
946942,"Ridgefield"
902653,"Beaverton"
925350,"Camas"
921611,"Lake Oswego"
958552,"Beaverton"
957332,"Beaverton"
910986,"Lake Oswego"
941581,"Beaverton"
946187,"Beaverton"
925108,"Sherwood"
929768,"Ridgefield"
915937,"Wilsonville"
905914,"Lake Oswego"
919425,"Riverdale"
918608,"Wilsonville"
925424,"Lake Oswego"
903123,"Beaverton"
919902,"Beaverton"
937176,"Ridgefield"
913768,"Beaverton"
920853,"Ridgefield"
950491,"Wilsonville"
916244,"Lake Oswego"
944877,"Wilsonville"
928018,"St. Paul"
935009,"Sherwood"
900984,"Riverdale"
917083,"Lake Oswego"
948316,"St. Paul"
953283,"Ridgefield"
911382,"Beaverton"
907602,"Riverdale"
927043,"Camas"
960008,"Sherwood"
931583,"Lake Oswego"
949253,"Camas"
942838,"Camas"
957578,"Ridgefield"
906629,"Lake Oswego"
952515,"Beaverton"
903276,"Wilsonville"
914305,"Sherwood"
909701,"Wilsonville"
913542,"Sherwood"
901615,"Riverdale"
917645,"Wilsonville"
921402,"Wilsonville"
947239,"Sherwood"
959819,"Beaverton"
920916,"Ridgefield"
956478,"Sherwood"
944820,"St. Paul"
902517,"Camas"
942329,"Beaverton"
911985,"Sherwood"
948330,"Sherwood"
901529,"Camas"
948496,"Sherwood"
952570,"Lake Oswego"
931794,"Beaverton"
951592,"Sherwood"
938309,"Camas"
907860,"Wilsonville"
903181,"Ridgefield"
903881,"Sherwood"
948366,"Sherwood"
956129,"Ridgefield"
908078,"Beaverton"
900667,"Ridgefield"
924250,"Wilsonville"
922878,"Wilsonville"
943557,"Ridgefield"
947585,"Beaverton"
952638,"Beaverton"
915316,"Beaverton"
955532,"St. Paul"
923251,"Ridgefield"
901337,"Ridgefield"
926054,"St. Paul"
921786,"Sherwood"
901375,"Sherwood"
939716,"Riverdale"
943301,"Camas"
901151,"Beaverton"
922261,"Ridgefield"
919975,"St. Paul"
937887,"Ridgefield"
923875,"Lake Oswego"
955106,"Sherwood"
912182,"Lake Oswego"
933797,"Ridgefield"
907900,"Ridgefield"
920171,"Wilsonville"
928158,"Wilsonville"
943227,"Ridgefield"
900704,"Ridgefield"
914244,"Camas"
937491,"Wilsonville"
948729,"Lake Oswego"
928769,"Lake Oswego"
958740,"Sherwood"
919274,"Sherwood"
951815,"Wilsonville"
903172,"Beaverton"
959636,"Lake Oswego"
929836,"Sherwood"
926102,"Ridgefield"
911775,"Beaverton"
946398,"Lake Oswego"
947713,"St. Paul"
942793,"Camas"
955562,"St. Paul"
905105,"Ridgefield"
907704,"Wilsonville"
908612,"Wilsonville"
919582,"Riverdale"
929824,"Beaverton"
950762,"Beaverton"
923456,"Beaverton"
919115,"Beaverton"
915126,"Sherwood"
915716,"Camas"
930205,"Beaverton"
937439,"Beaverton"
931713,"St. Paul"
912121,"Sherwood"
957335,"Beaverton"
904237,"Lake Oswego"
951528,"Lake Oswego"
913652,"Lake Oswego"
927143,"Ridgefield"
904710,"Wilsonville"
927991,"Wilsonville"
903140,"St. Paul"
936448,"Beaverton"
900544,"Riverdale"
940644,"Wilsonville"
956505,"Beaverton"
941770,"Beaverton"
943138,"Wilsonville"
948964,"Ridgefield"
923054,"Wilsonville"
956585,"Ridgefield"
913118,"Wilsonville"
900292,"Beaverton"
912398,"Wilsonville"
911549,"Sherwood"
902797,"Wilsonville"
913500,"Lake Oswego"
903910,"Ridgefield"
941473,"Wilsonville"
938573,"Sherwood"
912113,"St. Paul"
957111,"Lake Oswego"
958314,"Sherwood"
929364,"Wilsonville"
955090,"Lake Oswego"
919203,"Sherwood"
914939,"St. Paul"
918484,"Lake Oswego"
945611,"Riverdale"
924916,"Wilsonville"
919913,"Ridgefield"
938815,"St. Paul"
934136,"Wilsonville"
941851,"Sherwood"
937812,"St. Paul"
903712,"Riverdale"
942229,"Sherwood"
915661,"Beaverton"
935198,"St. Paul"
911457,"Camas"
927880,"Camas"
937896,"Camas"
901770,"Camas"
911563,"Camas"
912098,"Riverdale"
939162,"Riverdale"
901981,"Ridgefield"
919231,"Lake Oswego"
955147,"Wilsonville"
945275,"St. Paul"
935949,"Beaverton"
951427,"Lake Oswego"
944196,"Riverdale"
913525,"Wilsonville"
934379,"Ridgefield"
915219,"St. Paul"
907240,"St. Paul"
929962,"Lake Oswego"
903737,"Wilsonville"
941843,"Riverdale"
922766,"Lake Oswego"
953177,"Ridgefield"
946220,"Wilsonville"
904071,"Ridgefield"
935123,"Lake Oswego"
947158,"Sherwood"
903178,"Wilsonville"
910205,"Lake Oswego"
943079,"Lake Oswego"
935682,"St. Paul"
911425,"Camas"
902062,"Sherwood"
953328,"Lake Oswego"
946633,"Beaverton"
937696,"Ridgefield"
938272,"Wilsonville"
935410,"Ridgefield"
930359,"Beaverton"
901819,"Camas"
945250,"Ridgefield"
958254,"Lake Oswego"
905111,"Beaverton"
911386,"Ridgefield"
937104,"Wilsonville"
910639,"Ridgefield"
900947,"Wilsonville"
953764,"Wilsonville"
914766,"Lake Oswego"
902319,"Lake Oswego"
917152,"Wilsonville"
936668,"Sherwood"
936293,"Camas"
906219,"Lake Oswego"
943812,"Lake Oswego"
940051,"Sherwood"
914554,"Wilsonville"
926745,"Riverdale"
920379,"Riverdale"
931530,"Beaverton"
905067,"Camas"
902679,"Ridgefield"
903009,"Wilsonville"
915918,"Ridgefield"
907311,"Lake Oswego"
925817,"St. Paul"
903471,"Lake Oswego"
900884,"Ridgefield"
